voter_name,voter_id,voter_url,voter_role,voter_nationality,voter_gender,poll_category,voter_title,film_count,voter_comments
Paula Félix-Didier,214,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/214,programmer,Argentina,Female,critics poll,"Director, Pablo Ducros Hicken film museum",10,"It is of course very difficult to choose, and the list probably changes every day. I tried not to be very self-indulgent but I failed (although I didn’t add Metropolis to my list). And remember: canons like this are also possible because archivists take care of films for future generations to see."
Leslie Felperin,397,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/397,critic,UK,Female,critics poll,"Critic, Variety",10,"This decade, the list is simply a jumble of my own favourites, films that have had a meaningful impact on film history and wild cards to skew the numbers a bit."
Pablo Fendrik,1100,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1100,Director,Argentina,Male,directors poll,The Mugger; Blood Appears,10,It was a hard exercise. I can’t believe how many films that I love didn´t make it to the final list. 
Cristina Fernandes,706,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/706,critic,Portugal,Female,critics poll,Critic,10,"It’s very difficult to choose ten films, and it’s even more difficult to choose the ten greatest of all time because I don’t quite know the real meaning of ‘greatest and I don’t overestimate my own opinion.
Yes, somehow I feel it’s an injustice to draw up such a list, but yes, I can forget a little the main purpose and just choose ten films, grouped two-by-two, that are very important to me, not only to my understanding of cinema but to my understanding of life itself."
Abel Ferrara,848,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/848,Director,US,Male,directors poll,Bad Lieutenant; The Addiction,10,"“You can't make films like the films that made you want to make films,” spoke Godard back when most of these films were made and inspired me to try – but why stop at 10? Add ALL the other films of the above directors to the list, plus ALL of the films of Godard, Hawks, Hitchcock, Bertolucci, Scorsese, Michael Snow, Rossellini, the other films of those above and Nicholas Ray, Milós Forman, Joseph Losey, Buster Keaton, Sam Fuller, Stan Brakhage, Woody Allen, Robert Bresson, Sam Peckinpah, David Lynch and and and…"
Manuel Ferrari,1049,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1049,Director,Argentina,Male,directors poll,Cómo estar muerto; A propósito de Buenos Aires,10,"Breathless: The first modern movie, pure cinema avant-garde."
Ferroni Brigade,611,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/611,critic,Austria/Germany,,critics poll,"Critics: Christoph Huber, Olaf Möller and Barbara Wurm",10,"We don’t believe that these are the ten greatest films of all time, but we are convinced that it would be better if they were. "
Sophie Fiennes,1173,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1173,Director,UK,Female,directors poll,The Pervert's Guide to Cinema; Over Your Cities Grass Will Grow,10,
Mike Figgis,1073,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1073,Director,UK,Male,directors poll,Leaving Las Vegas; Internal Affairs,10,"I am very aware that I have seen very few films compared to many people that I know – the list hasn't changed very much in the last years, but most of these films I have revisited fairly recently. I was curious to see how my taste had perhaps altered and, more importantly, to see how they had weathered with time. I found them more powerful than before. They have all played a big influence on what I have attempted to do myself, so in that sense I would query the title 'greatest films of all time' – there is no such thing, and filmmaking is not a competition. But most of these films have also had a tremendous impact on filmmaking in general."
David Filipi,685,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/685,programmer,US,Male,critics poll,"Director; film & video, Wexner Center of the Arts, Columbus",10,"This is simply a list of the right films experienced at the right times. It pains me to leave out Ford, Lang, Welles, Godard, Tati, the Marx Brothers etc, but it’s time to include some more recent films."
Robert Fischer,151,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/151,critic,Germany,Male,critics poll,Film historian,10,"Not much of a change over the last 20 years or so, I thought – before surprising myself by including three TV sagas... "
Mark Fisher,345,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/345,critic,UK,Male,critics poll,Critic,10,
Morgan Fisher,1084,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1084,Director,US,Male,directors poll,Standard Gauge; (),10,"Thank you for giving me this absolutely impossible opportunity. I’m a child of the ’60s and my choices show it. There have been some great films since, but… No room for the other great films by these same directors, no room for Muriel (I remember the review in Sight and Sound: “This kind of filmmaking has got to stop”), for Sirk, American Lang, Minnelli, Fuller, and on and on."
Matthew Flanagan,324,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/324,critic,UK,Male,critics poll,"Critic, Lumen, Landscape Suicide",10,
John Flaus,479,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/479,critic,Australia,Male,critics poll,Critic,10,With trepidation I submit these – I say “trepidation” because I have not been able to strike a satisfactory accord between the criteria; I merely submit my list with acknowledgment but without resolution of their respective values. 
Bence Fliegauf,899,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/899,Director,Hungary,Male,directors poll,Womb; Dealer,10,
David Flint,684,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/684,critic,UK,Male,critics poll,"Editor, Strange Things Are Happening",10,"From the opening shot to the bad trip climax, Apocalypse Now is the war film for people who hate war films, and a fitting cinematic end to a decade when the rulebook was torn up and wild excess encouraged. Everything else seems a little flat after you see this.
Meyer’s no-nonsense exploitation classic Faster, Pussycat, Kill! Kill! is near flawless: every line of dialogue (and voiceover) a snappy, quotable snarl of contempt; MTV-editing before MTV was ever conceived of; and a truly remarkable cast – has any film had a better antihero than Tura Satana? Despite Meyer’s rep, no nudity is involved – instead, it’s Girl Power run rampant. One of the few cult classics to be even better than the fans suggest.
Made in the wake of Faces of Death, the documentary The Killing of America should be equally throwaway. Instead it’s a devastating, compulsive and apocalyptic look at American gun culture that unsurprisingly never saw release in the US. Cynical, angry and often quite disturbing, the film mixes news footage, interviews and powerful narration (written by Leonard and Chieko Schrader and voiced by Chuck Riley) to devastating effect. A masterclass in documentary making and a fascinating historical study of American life and death in the second half of the 20th century.
Alain Renais’ fascinating, ambiguous puzzle of a film, Last Year At Marienbad is one of those that lodges itself into your mind and refuses to budge. It’s a work of beauty that transcends genre and reveals something new every time.
Godard’s cynical study of marital collapse and artistic integrity – or the loss of it – Contempt is a deliciously multi-layered tale, loosely confessional and clearly personal. Brigitte Bardot is made into an object of desire, albeit an increasingly unobtainable one, while Jack Palance plays every Hollywood producer stereotype with relish. All Godard’s films of this era are great, but this is the essential one.
In Paris, Texas, Wenders and screenwriters Sam Shepard and L.M. Kit Carson created a film that blatantly tears at the heartstrings but does so within the context of a somewhat leftfield story of madness and separation – the final revelations are hardly the stuff of romantic drama. Beautiful to look at, with a perfect score by Ry Cooder and with career-best performances by Harry Dean Stanton and Nastassja Kinski, it’s a film that will have the hardest-hearted viewers blubbing unashamedly more than once.
Buñuel’s biting social satire The Exterminating Angel is as pertinent as ever, losing none of its edge as it portrays how quickly civilisations collapse under pressure and how we are all trapped by social convention. It’s both terrifying and hilarious.
A masterclass in horror film making, Tobe Hooper’s The Texas Chain Saw Massacre spends its first half building tension and the second half piling on the madness in a way that no other movie has ever come close to matching. You can almost taste the heat and the decay, and there isn’t a second that isn’t perfect.
One of a handful of ‘horror’ films that deal with a young girl’s loss of innocence and transition into womanhood (The Company of Wolves, Lemora: A Child’s Tale of the Supernatural), Valerie And Her Week Of Wonders is a strange, subversive, joyful, earthy fantasy with a remarkable dreamlike quality. A delight.
Woman In The Dunes is a gorgeous, unsettling tale of obsession – sexual and otherwise. Minimalist in approach but utterly absorbing, this is one of those films that burns itself into your mind on first viewing and quietly alters the way you view the art of cinema.
Narrowing down a list of the greatest films to just ten is tough – my original shortlist came to 23, and I could mount a passionate argument in favour of each title. But ten it is. And then the question is: do you choose the most important, the most artistically valid or the films you love? In the end, I’ve gone with the latter, because surely cinema should speak to us on a personal level – although I would argue that all the above films have both artistic and historical value too. These are all films I can watch continually, spotting new things and appreciating them every bit as much as I did the first time – films that I will passionately defend against detractors (and some of these films have plenty of those!) and will regularly force on to partners, houseguests and work colleagues. And, in one way or another, these are all films that changed how I saw cinema – as an artform, as a unique viewing experience, as a taboo-confronting medium and as an emotional outlet.
I’m sorry to see certain directors I love (David Cronenberg, Stanley Kubrick, David Lynch) not represented, and I’m resigned to the fact that some people will look at this list and slowly shake their heads, appalled at my taste in film. No matter, I’ll probably do the same with theirs.
"
